cod_prov,Anho,Trimestre,Poblacion_prov_trim
2503,2025,4,89723.0
2503,2026,1,90276.0
2503,2026,2,90276.0
2503,2026,3,90276.0
2503,2026,4,90276.0
2504,2018,1,3343.0
2504,2018,2,3336.5
2504,2018,3,3330.0
2504,2018,4,3323.5
2504,2019,1,3317.0
2504,2019,2,3308.8
2504,2019,3,3300.5
2504,2019,4,3292.2
2504,2020,1,3284.0
2504,2020,2,3283.2
2504,2020,3,3282.5
2504,2020,4,3281.8
2504,2021,1,3281.0
2504,2021,2,3278.2
2504,2021,3,3275.5
2504,2021,4,3272.8
2504,2022,1,3270.0
2504,2022,2,3266.8
2504,2022,3,3263.5
2504,2022,4,3260.2
2504,2023,1,3257.0
2504,2023,2,3252.8
2504,2023,3,3248.5
2504,2023,4,3244.2
2504,2024,1,3240.0
2504,2024,2,3235.5
2504,2024,3,3231.0
2504,2024,4,3226.5
2504,2025,1,3222.0
2504,2025,2,3217.0
2504,2025,3,3212.0
2504,2025,4,3207.0
2504,2026,1,3202.0
2504,2026,2,3202.0
2504,2026,3,3202.0
2504,2026,4,3202.0
3/ S,2018,1,0.0
3/ S,2018,2,0.0
3/ S,2018,3,0.0
3/ S,2018,4,0.0
3/ S,2019,1,0.0
3/ S,2019,2,0.0
3/ S,2019,3,0.0
3/ S,2019,4,0.0
3/ S,2020,1,0.0
3/ S,2020,2,0.0
3/ S,2020,3,0.0
3/ S,2020,4,0.0
3/ S,2021,1,0.0
3/ S,2021,2,0.0
3/ S,2021,3,0.0
3/ S,2021,4,0.0
3/ S,2022,1,0.0
3/ S,2022,2,0.0
3/ S,2022,3,0.0
3/ S,2022,4,0.0
3/ S,2023,1,0.0
3/ S,2023,2,0.0
3/ S,2023,3,0.0
3/ S,2023,4,0.0
3/ S,2024,1,0.0
3/ S,2024,2,0.0
3/ S,2024,3,0.0
3/ S,2024,4,0.0
3/ S,2025,1,0.0
3/ S,2025,2,0.0
3/ S,2025,3,0.0
3/ S,2025,4,0.0
3/ S,2026,1,0.0
3/ S,2026,2,0.0
3/ S,2026,3,0.0
3/ S,2026,4,0.0
4/ S,2018,1,0.0
4/ S,2018,2,0.0
4/ S,2018,3,0.0
4/ S,2018,4,0.0
4/ S,2019,1,0.0
4/ S,2019,2,0.0
4/ S,2019,3,0.0
4/ S,2019,4,0.0
4/ S,2020,1,0.0
4/ S,2020,2,0.0
4/ S,2020,3,0.0
4/ S,2020,4,0.0
4/ S,2021,1,0.0
4/ S,2021,2,0.0
4/ S,2021,3,0.0
4/ S,2021,4,0.0
4/ S,2022,1,0.0
4/ S,2022,2,0.0
4/ S,2022,3,0.0
4/ S,2022,4,0.0
4/ S,2023,1,0.0
4/ S,2023,2,0.0
4/ S,2023,3,0.0
4/ S,2023,4,0.0
4/ S,2024,1,0.0
4/ S,2024,2,0.0
4/ S,2024,3,0.0
4/ S,2024,4,0.0
4/ S,2025,1,0.0
4/ S,2025,2,0.0
4/ S,2025,3,0.0
4/ S,2025,4,0.0
4/ S,2026,1,0.0
4/ S,2026,2,0.0
4/ S,2026,3,0.0
4/ S,2026,4,0.0
5/ S,2018,1,0.0
5/ S,2018,2,0.0
5/ S,2018,3,0.0
5/ S,2018,4,0.0
5/ S,2019,1,0.0
5/ S,2019,2,0.0
5/ S,2019,3,0.0
5/ S,2019,4,0.0
5/ S,2020,1,0.0
5/ S,2020,2,0.0
5/ S,2020,3,0.0
5/ S,2020,4,0.0
5/ S,2021,1,0.0
5/ S,2021,2,0.0
5/ S,2021,3,0.0
5/ S,2021,4,0.0
5/ S,2022,1,0.0
5/ S,2022,2,0.0
5/ S,2022,3,0.0
5/ S,2022,4,0.0
5/ S,2023,1,0.0
5/ S,2023,2,0.0
5/ S,2023,3,0.0
5/ S,2023,4,0.0
5/ S,2024,1,0.0
5/ S,2024,2,0.0
5/ S,2024,3,0.0
5/ S,2024,4,0.0
5/ S,2025,1,0.0
5/ S,2025,2,0.0
5/ S,2025,3,0.0
5/ S,2025,4,0.0
5/ S,2026,1,0.0
5/ S,2026,2,0.0
5/ S,2026,3,0.0
5/ S,2026,4,0.0
6/ S,2018,1,0.0
6/ S,2018,2,0.0
6/ S,2018,3,0.0
6/ S,2018,4,0.0
6/ S,2019,1,0.0
6/ S,2019,2,0.0
6/ S,2019,3,0.0
6/ S,2019,4,0.0
6/ S,2020,1,0.0
6/ S,2020,2,0.0
6/ S,2020,3,0.0
6/ S,2020,4,0.0
6/ S,2021,1,0.0
6/ S,2021,2,0.0
6/ S,2021,3,0.0
6/ S,2021,4,0.0
6/ S,2022,1,0.0
6/ S,2022,2,0.0
6/ S,2022,3,0.0
6/ S,2022,4,0.0
6/ S,2023,1,0.0
6/ S,2023,2,0.0
6/ S,2023,3,0.0
6/ S,2023,4,0.0
6/ S,2024,1,0.0
6/ S,2024,2,0.0
6/ S,2024,3,0.0
6/ S,2024,4,0.0
6/ S,2025,1,0.0
6/ S,2025,2,0.0
6/ S,2025,3,0.0
6/ S,2025,4,0.0
6/ S,2026,1,0.0
6/ S,2026,2,0.0
6/ S,2026,3,0.0
6/ S,2026,4,0.0
7/ S,2018,1,0.0
7/ S,2018,2,0.0
7/ S,2018,3,0.0
7/ S,2018,4,0.0
7/ S,2019,1,0.0
7/ S,2019,2,0.0
7/ S,2019,3,0.0
7/ S,2019,4,0.0
7/ S,2020,1,0.0
7/ S,2020,2,0.0
7/ S,2020,3,0.0
7/ S,2020,4,0.0
7/ S,2021,1,0.0
7/ S,2021,2,0.0
7/ S,2021,3,0.0
7/ S,2021,4,0.0
7/ S,2022,1,0.0
7/ S,2022,2,0.0
7/ S,2022,3,0.0
7/ S,2022,4,0.0
7/ S,2023,1,0.0
7/ S,2023,2,0.0
7/ S,2023,3,0.0
7/ S,2023,4,0.0
7/ S,2024,1,0.0
7/ S,2024,2,0.0
7/ S,2024,3,0.0
7/ S,2024,4,0.0
7/ S,2025,1,0.0
7/ S,2025,2,0.0
7/ S,2025,3,0.0
7/ S,2025,4,0.0
7/ S,2026,1,0.0
7/ S,2026,2,0.0
7/ S,2026,3,0.0
7/ S,2026,4,0.0
8/ S,2018,1,0.0
8/ S,2018,2,0.0
8/ S,2018,3,0.0
8/ S,2018,4,0.0
8/ S,2019,1,0.0
8/ S,2019,2,0.0
8/ S,2019,3,0.0
8/ S,2019,4,0.0
8/ S,2020,1,0.0
8/ S,2020,2,0.0
8/ S,2020,3,0.0
8/ S,2020,4,0.0
8/ S,2021,1,0.0
8/ S,2021,2,0.0
8/ S,2021,3,0.0
8/ S,2021,4,0.0
8/ S,2022,1,0.0
8/ S,2022,2,0.0
8/ S,2022,3,0.0
8/ S,2022,4,0.0
8/ S,2023,1,0.0
8/ S,2023,2,0.0
8/ S,2023,3,0.0
8/ S,2023,4,0.0
8/ S,2024,1,0.0
8/ S,2024,2,0.0
8/ S,2024,3,0.0
8/ S,2024,4,0.0
8/ S,2025,1,0.0
8/ S,2025,2,0.0
8/ S,2025,3,0.0
8/ S,2025,4,0.0
8/ S,2026,1,0.0
8/ S,2026,2,0.0
8/ S,2026,3,0.0
8/ S,2026,4,0.0
9/ S,2018,1,0.0
9/ S,2018,2,0.0
9/ S,2018,3,0.0
9/ S,2018,4,0.0
9/ S,2019,1,0.0
9/ S,2019,2,0.0
9/ S,2019,3,0.0
9/ S,2019,4,0.0
9/ S,2020,1,0.0
9/ S,2020,2,0.0
9/ S,2020,3,0.0
9/ S,2020,4,0.0
9/ S,2021,1,0.0
9/ S,2021,2,0.0
9/ S,2021,3,0.0
9/ S,2021,4,0.0
9/ S,2022,1,0.0
9/ S,2022,2,0.0
9/ S,2022,3,0.0
9/ S,2022,4,0.0
9/ S,2023,1,0.0
9/ S,2023,2,0.0
9/ S,2023,3,0.0
9/ S,2023,4,0.0
9/ S,2024,1,0.0
9/ S,2024,2,0.0
9/ S,2024,3,0.0
9/ S,2024,4,0.0
9/ S,2025,1,0.0
9/ S,2025,2,0.0
9/ S,2025,3,0.0
9/ S,2025,4,0.0
9/ S,2026,1,0.0
9/ S,2026,2,0.0
9/ S,2026,3,0.0
9/ S,2026,4,0.0
Fuen,2018,1,0.0
Fuen,2018,2,0.0
Fuen,2018,3,0.0
Fuen,2018,4,0.0
Fuen,2019,1,0.0
Fuen,2019,2,0.0
Fuen,2019,3,0.0
Fuen,2019,4,0.0
Fuen,2020,1,0.0
Fuen,2020,2,0.0
Fuen,2020,3,0.0
Fuen,2020,4,0.0
Fuen,2021,1,0.0
Fuen,2021,2,0.0
Fuen,2021,3,0.0
Fuen,2021,4,0.0
Fuen,2022,1,0.0
Fuen,2022,2,0.0
Fuen,2022,3,0.0
Fuen,2022,4,0.0
Fuen,2023,1,0.0
Fuen,2023,2,0.0
Fuen,2023,3,0.0
Fuen,2023,4,0.0
Fuen,2024,1,0.0
Fuen,2024,2,0.0
Fuen,2024,3,0.0
Fuen,2024,4,0.0
Fuen,2025,1,0.0
Fuen,2025,2,0.0
Fuen,2025,3,0.0
Fuen,2025,4,0.0
Fuen,2026,1,0.0
Fuen,2026,2,0.0
Fuen,2026,3,0.0
Fuen,2026,4,0.0
Nota,2018,1,0.0
Nota,2018,2,0.0
Nota,2018,3,0.0
Nota,2018,4,0.0
Nota,2019,1,0.0
Nota,2019,2,0.0
Nota,2019,3,0.0
Nota,2019,4,0.0
Nota,2020,1,0.0
Nota,2020,2,0.0
Nota,2020,3,0.0
Nota,2020,4,0.0
Nota,2021,1,0.0
Nota,2021,2,0.0
Nota,2021,3,0.0
Nota,2021,4,0.0
Nota,2022,1,0.0
Nota,2022,2,0.0
Nota,2022,3,0.0
Nota,2022,4,0.0
Nota,2023,1,0.0
Nota,2023,2,0.0
Nota,2023,3,0.0
Nota,2023,4,0.0
Nota,2024,1,0.0
Nota,2024,2,0.0
Nota,2024,3,0.0
Nota,2024,4,0.0
Nota,2025,1,0.0
Nota,2025,2,0.0
Nota,2025,3,0.0
Nota,2025,4,0.0
Nota,2026,1,0.0
Nota,2026,2,0.0
Nota,2026,3,0.0
Nota,2026,4,0.0
