cod_dep,Anho,Trimestre,Poblacion_dep_trim
8/,2024,4,0.0
8/,2025,1,0.0
8/,2025,2,0.0
8/,2025,3,0.0
8/,2025,4,0.0
8/,2026,1,0.0
8/,2026,2,0.0
8/,2026,3,0.0
8/,2026,4,0.0
9/,2018,1,0.0
9/,2018,2,0.0
9/,2018,3,0.0
9/,2018,4,0.0
9/,2019,1,0.0
9/,2019,2,0.0
9/,2019,3,0.0
9/,2019,4,0.0
9/,2020,1,0.0
9/,2020,2,0.0
9/,2020,3,0.0
9/,2020,4,0.0
9/,2021,1,0.0
9/,2021,2,0.0
9/,2021,3,0.0
9/,2021,4,0.0
9/,2022,1,0.0
9/,2022,2,0.0
9/,2022,3,0.0
9/,2022,4,0.0
9/,2023,1,0.0
9/,2023,2,0.0
9/,2023,3,0.0
9/,2023,4,0.0
9/,2024,1,0.0
9/,2024,2,0.0
9/,2024,3,0.0
9/,2024,4,0.0
9/,2025,1,0.0
9/,2025,2,0.0
9/,2025,3,0.0
9/,2025,4,0.0
9/,2026,1,0.0
9/,2026,2,0.0
9/,2026,3,0.0
9/,2026,4,0.0
Fu,2018,1,0.0
Fu,2018,2,0.0
Fu,2018,3,0.0
Fu,2018,4,0.0
Fu,2019,1,0.0
Fu,2019,2,0.0
Fu,2019,3,0.0
Fu,2019,4,0.0
Fu,2020,1,0.0
Fu,2020,2,0.0
Fu,2020,3,0.0
Fu,2020,4,0.0
Fu,2021,1,0.0
Fu,2021,2,0.0
Fu,2021,3,0.0
Fu,2021,4,0.0
Fu,2022,1,0.0
Fu,2022,2,0.0
Fu,2022,3,0.0
Fu,2022,4,0.0
Fu,2023,1,0.0
Fu,2023,2,0.0
Fu,2023,3,0.0
Fu,2023,4,0.0
Fu,2024,1,0.0
Fu,2024,2,0.0
Fu,2024,3,0.0
Fu,2024,4,0.0
Fu,2025,1,0.0
Fu,2025,2,0.0
Fu,2025,3,0.0
Fu,2025,4,0.0
Fu,2026,1,0.0
Fu,2026,2,0.0
Fu,2026,3,0.0
Fu,2026,4,0.0
No,2018,1,0.0
No,2018,2,0.0
No,2018,3,0.0
No,2018,4,0.0
No,2019,1,0.0
No,2019,2,0.0
No,2019,3,0.0
No,2019,4,0.0
No,2020,1,0.0
No,2020,2,0.0
No,2020,3,0.0
No,2020,4,0.0
No,2021,1,0.0
No,2021,2,0.0
No,2021,3,0.0
No,2021,4,0.0
No,2022,1,0.0
No,2022,2,0.0
No,2022,3,0.0
No,2022,4,0.0
No,2023,1,0.0
No,2023,2,0.0
No,2023,3,0.0
No,2023,4,0.0
No,2024,1,0.0
No,2024,2,0.0
No,2024,3,0.0
No,2024,4,0.0
No,2025,1,0.0
No,2025,2,0.0
No,2025,3,0.0
No,2025,4,0.0
No,2026,1,0.0
No,2026,2,0.0
No,2026,3,0.0
No,2026,4,0.0
